claim_id,policy_number,claim_amount,age_of_driver,gender,marital_status,annual_income,education_level,occupation,vehicle_age,vehicle_category,accident_site,witness_present,police_report,past_claims,claim_description,fraud_reported
CLM_000698,POL_308802,919.2876530182824,50,F,Single,28853.0,High School,Doctor,0,Compact,Rural,1,0,1,Claiming luxury vehicle repairs for standard model car,1
CLM_000699,POL_254511,11920.81,40,F,Widowed,41358.0,Master,Retired,14,Luxury,Highway,0,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000700,POL_125611,2258.93,67,M,Divorced,81292.0,Bachelor,Other,18,Sports,Highway,1,1,3,Hail damage to vehicle roof and windows during severe storm,0
CLM_000701,POL_148458,1360.92,62,M,Married,45065.0,PhD,Engineer,3,Sports,City,0,1,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000702,POL_356736,38247.20905870608,19,M,Widowed,40629.0,Bachelor,Doctor,10,Luxury,Highway,0,0,2,Multiple claims filed in short time period with similar circumstances,1
CLM_000703,POL_598216,1036.38,58,F,Single,20000.0,Master,Engineer,4,Compact,Parking Lot,1,1,3,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000704,POL_740967,360.43,38,F,Single,36866.0,PhD,Student,2,Mid-size,Parking Lot,1,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000705,POL_991014,288.6,19,M,Married,25341.0,Master,Business,12,Compact,Rural,1,0,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000706,POL_905819,7398.37,44,M,Divorced,29936.0,High School,Other,9,Sports,Rural,0,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000707,POL_176365,436.75,74,M,Married,52399.0,PhD,Teacher,10,Compact,Rural,1,0,4,"Minor collision in parking garage, exchanged insurance information",0
CLM_000708,POL_577538,41447.85,26,F,Widowed,41977.0,Master,Business,17,Mid-size,Parking Lot,0,1,4,"Collision with deer on rural highway, front end damage",0
CLM_000709,POL_534572,131.25,18,F,Married,83990.0,PhD,Business,1,Large,Highway,1,0,0,"Collision with deer on rural highway, front end damage",0
CLM_000710,POL_760356,37975.05,28,F,Single,71560.0,Master,Student,6,Compact,Rural,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000711,POL_703634,4090.92,20,M,Widowed,37822.0,PhD,Doctor,8,Luxury,City,1,1,3,"Tree fell on parked car during windstorm, roof damage",0
CLM_000712,POL_303880,2578.42,69,M,Single,31664.0,Master,Teacher,9,Large,Rural,0,1,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000713,POL_853240,1316.35,79,F,Divorced,77653.0,High School,Doctor,17,Luxury,Parking Lot,1,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000714,POL_830180,5424.63,40,M,Single,83201.0,PhD,Retired,6,Luxury,Rural,1,0,2,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000715,POL_502630,2817.34,43,F,Single,20000.0,PhD,Business,6,Luxury,Highway,0,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000716,POL_618392,15598.86,21,M,Married,51857.0,PhD,Retired,2,Compact,Rural,0,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000717,POL_519066,3538.09,35,M,Single,44962.0,PhD,Engineer,11,Sports,Parking Lot,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000718,POL_355836,3734.81,72,M,Widowed,62982.0,High School,Business,6,Large,Parking Lot,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000719,POL_254739,4070.0615515766317,23,M,Widowed,88853.0,PhD,Doctor,16,Mid-size,City,1,1,3,Claiming pre-existing damage as accident-related repairs,1
CLM_000720,POL_787926,2736.9,52,F,Divorced,40319.0,Bachelor,Business,0,Sports,Parking Lot,1,1,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000721,POL_821024,4730.1,39,M,Widowed,20000.0,High School,Engineer,4,Compact,City,1,1,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000722,POL_105814,375.62415786322384,60,F,Married,61580.0,Bachelor,Student,15,Luxury,Highway,1,1,3,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000723,POL_887443,394.54,32,F,Divorced,77799.0,PhD,Retired,14,Mid-size,Parking Lot,0,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000724,POL_907451,9089.69,39,F,Widowed,43925.0,Master,Retired,1,Large,Rural,0,0,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000725,POL_211764,3851.81,77,M,Married,35899.0,Bachelor,Doctor,8,Sports,Highway,1,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000726,POL_916232,4852.727909919504,54,F,Widowed,41255.0,PhD,Business,6,Sports,Rural,1,1,3,Multiple claims filed in short time period with similar circumstances,1
CLM_000727,POL_545798,3064.53,69,F,Widowed,67004.0,Bachelor,Doctor,3,Mid-size,Rural,1,1,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000728,POL_329471,11949.585999658104,59,F,Single,40911.0,PhD,Student,19,Compact,Rural,1,0,3,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000729,POL_284430,1326.58,29,M,Widowed,56575.0,PhD,Business,17,Large,Highway,1,1,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000730,POL_943170,927.55,64,M,Widowed,50556.0,PhD,Business,3,Mid-size,Highway,1,1,4,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000731,POL_829716,3998.87,66,F,Married,48492.0,Master,Doctor,12,Luxury,Parking Lot,0,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000732,POL_643118,687.07,59,M,Married,64026.0,Bachelor,Doctor,0,Large,Rural,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000733,POL_587115,5499.32,55,F,Single,40428.0,High School,Engineer,2,Sports,City,1,0,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000734,POL_152657,231.86,35,F,Widowed,41388.0,High School,Other,15,Mid-size,Parking Lot,0,1,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000735,POL_684482,13956.96,62,M,Single,65952.0,High School,Other,3,Sports,Highway,1,1,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000736,POL_361303,6056.55,52,F,Widowed,30261.0,High School,Student,15,Sports,City,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000737,POL_989545,4376.68,47,M,Divorced,32396.0,PhD,Other,18,Sports,Highway,0,1,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000738,POL_227253,37285.22557331951,41,M,Divorced,24794.0,Bachelor,Engineer,0,Compact,City,0,1,2,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000739,POL_578634,36250.62,59,F,Single,66980.0,Bachelor,Retired,4,Sports,Parking Lot,1,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000740,POL_239816,13650.82,47,M,Single,47895.0,Master,Business,18,Luxury,City,1,0,4,Theft of vehicle contents including electronics and personal items,0
CLM_000741,POL_940346,188.42,31,M,Single,23728.0,Bachelor,Doctor,10,Luxury,Parking Lot,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000742,POL_587213,437.31,23,F,Married,67076.0,Bachelor,Business,12,Large,Highway,0,1,0,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000743,POL_800005,1167.68,20,F,Married,38889.0,Bachelor,Business,19,Sports,City,0,1,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000744,POL_656932,3099.94,33,M,Married,32566.0,Master,Teacher,4,Sports,Rural,0,1,2,"Tree fell on parked car during windstorm, roof damage",0
CLM_000745,POL_686075,6480.08,24,M,Single,46086.0,High School,Retired,3,Mid-size,Rural,0,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000746,POL_724377,1003.64,69,F,Widowed,79574.0,Bachelor,Teacher,3,Compact,Highway,0,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000747,POL_432711,3944.79,31,M,Divorced,42101.0,Master,Other,3,Large,City,1,0,4,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000748,POL_891937,959.99,26,M,Single,61507.0,Master,Business,3,Sports,Rural,1,1,0,Hail damage to vehicle roof and windows during severe storm,0
CLM_000749,POL_564071,1191.21,32,M,Married,64542.0,PhD,Doctor,19,Mid-size,Parking Lot,1,1,3,"Door ding in parking lot, small dent and paint scratch",0
CLM_000750,POL_742412,361.41,38,M,Married,58865.0,Master,Business,17,Compact,City,0,1,0,Hail damage to vehicle roof and windows during severe storm,0
CLM_000751,POL_954596,746.32,52,M,Single,75421.0,High School,Retired,17,Large,City,0,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000752,POL_854213,392.48,19,M,Single,35858.0,Bachelor,Teacher,15,Large,Rural,1,1,0,"Minor collision in parking garage, exchanged insurance information",0
CLM_000753,POL_629298,689.65,44,M,Married,29133.0,Master,Doctor,8,Sports,Parking Lot,1,1,2,"Tree fell on parked car during windstorm, roof damage",0
CLM_000754,POL_547470,14479.12,19,F,Widowed,28741.0,High School,Business,17,Large,Parking Lot,1,1,2,"Collision with deer on rural highway, front end damage",0
CLM_000755,POL_970914,717.59,52,F,Married,47111.0,Master,Student,1,Mid-size,Parking Lot,1,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000756,POL_674485,154596.4,35,F,Married,31059.0,Master,Retired,3,Large,City,1,1,3,"Door ding in parking lot, small dent and paint scratch",0
CLM_000757,POL_567574,11138.064321006195,31,F,Single,52951.0,Master,Retired,11,Luxury,Highway,1,1,4,Inconsistent witness statements and conflicting accident details,1
CLM_000758,POL_266889,3933.38,37,F,Widowed,51540.0,Master,Student,6,Mid-size,City,1,1,3,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000759,POL_879779,822.59,35,M,Married,70371.0,Master,Business,14,Compact,City,1,1,4,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000760,POL_597732,8522.5,27,M,Married,55823.0,High School,Retired,6,Compact,Rural,0,1,5,"Minor collision in parking garage, exchanged insurance information",0
CLM_000761,POL_571932,3405.341036231949,42,M,Divorced,41677.0,Bachelor,Doctor,16,Sports,Highway,1,1,1,Multiple injuries reported for single occupant in low-speed accident,1
CLM_000762,POL_371782,3579.63,19,M,Single,58217.0,Bachelor,Business,15,Sports,Parking Lot,0,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000763,POL_888295,138708.07,42,F,Divorced,29396.0,Bachelor,Business,18,Luxury,Rural,1,1,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000764,POL_359249,2580.94,78,M,Divorced,49237.0,Bachelor,Teacher,8,Compact,City,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000765,POL_980660,16712.46,71,M,Married,56388.0,High School,Retired,13,Compact,Highway,1,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000766,POL_768636,1760.7045481279297,50,F,Single,52586.0,PhD,Retired,16,Compact,Parking Lot,1,1,1,Multiple injuries reported for single occupant in low-speed accident,1
CLM_000767,POL_390782,5270.569880926236,53,M,Widowed,58301.0,PhD,Student,4,Compact,Parking Lot,1,0,1,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000768,POL_903013,42455.04,48,M,Married,37119.0,High School,Teacher,1,Large,City,1,1,0,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000769,POL_915451,1163.92,31,F,Widowed,73041.0,High School,Other,19,Mid-size,Parking Lot,0,1,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000770,POL_646622,45191.89,18,M,Widowed,86443.0,Master,Teacher,15,Mid-size,Parking Lot,0,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000771,POL_608136,8618.17,63,M,Single,20000.0,Master,Retired,13,Luxury,Highway,1,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000772,POL_757193,1282.16,33,M,Divorced,25688.0,Master,Business,13,Large,Rural,1,0,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000773,POL_350867,14355.399810000261,71,M,Single,50862.0,Bachelor,Teacher,0,Compact,Highway,1,0,2,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000774,POL_387936,12820.9,63,M,Widowed,44869.0,Master,Student,2,Compact,Rural,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000775,POL_561239,21335.138500737143,78,F,Married,87928.0,PhD,Teacher,6,Sports,Rural,1,1,4,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000776,POL_181247,282.78,69,F,Widowed,54396.0,Bachelor,Student,14,Sports,Rural,0,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000777,POL_848206,1001.54,20,F,Married,77851.0,Master,Other,18,Luxury,Parking Lot,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000778,POL_399607,2056.42,52,F,Married,20000.0,Bachelor,Teacher,19,Compact,Highway,0,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000779,POL_345884,2666.04,58,F,Single,66283.0,PhD,Student,1,Luxury,Parking Lot,1,1,2,"Door ding in parking lot, small dent and paint scratch",0
CLM_000780,POL_384913,7562.89,23,F,Widowed,35690.0,Master,Teacher,18,Large,City,0,0,0,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000781,POL_452161,3891.51,42,M,Divorced,35369.0,PhD,Other,8,Mid-size,Highway,1,0,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000782,POL_435239,402.21,30,F,Widowed,45033.0,PhD,Teacher,18,Compact,Rural,0,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000783,POL_666390,5272.69,70,F,Widowed,21508.0,PhD,Doctor,4,Large,Parking Lot,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000784,POL_184491,7449.32,51,M,Divorced,58856.0,Master,Student,17,Compact,Parking Lot,1,1,0,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000785,POL_245095,6902.82,25,M,Single,53814.0,High School,Other,15,Sports,Highway,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000786,POL_258157,27123.039161955625,38,F,Widowed,55324.0,Master,Student,3,Luxury,Highway,1,1,2,Claiming luxury vehicle repairs for standard model car,1
CLM_000787,POL_342495,10413.76,51,M,Widowed,67741.0,PhD,Student,11,Sports,Rural,1,0,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000788,POL_501641,5935.88,21,F,Married,80296.0,Master,Engineer,6,Mid-size,Rural,1,1,4,"Door ding in parking lot, small dent and paint scratch",0
CLM_000789,POL_827659,2683.16,42,M,Widowed,42726.0,PhD,Other,13,Sports,City,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000790,POL_260227,246.8,32,F,Divorced,59547.0,High School,Teacher,11,Compact,Rural,0,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000791,POL_840734,5678.41,21,M,Married,55860.0,Bachelor,Student,2,Sports,Parking Lot,1,1,3,"Collision with deer on rural highway, front end damage",0
CLM_000792,POL_324345,4070.54,62,M,Single,57552.0,High School,Retired,4,Compact,City,0,1,3,"Door ding in parking lot, small dent and paint scratch",0
CLM_000793,POL_167348,4479.95,77,F,Married,57852.0,High School,Engineer,16,Mid-size,City,0,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000794,POL_535020,439.17,29,F,Divorced,81810.0,Bachelor,Doctor,9,Sports,City,1,0,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000795,POL_527398,1578.752997880704,49,F,Divorced,40806.0,Master,Student,9,Luxury,Highway,1,1,2,Inconsistent witness statements and conflicting accident details,1
CLM_000796,POL_446954,31725.22175619431,49,F,Married,20000.0,Bachelor,Student,10,Luxury,Rural,1,0,2,Claiming luxury vehicle repairs for standard model car,1
CLM_000797,POL_668969,2809.23,45,F,Single,36043.0,Master,Engineer,16,Luxury,City,1,1,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000798,POL_588557,8285.41,30,M,Married,65145.0,Master,Teacher,4,Sports,Highway,0,1,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000799,POL_535970,3110.31,48,F,Single,50467.0,PhD,Retired,12,Sports,Highway,0,1,0,"Collision with deer on rural highway, front end damage",0
CLM_000800,POL_165290,3117.02,31,F,Married,40648.0,PhD,Doctor,9,Sports,City,1,1,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000801,POL_316881,12178.48,37,M,Divorced,28470.0,Bachelor,Student,8,Compact,City,1,0,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000802,POL_973349,4121.985226844309,35,M,Widowed,54426.0,High School,Teacher,16,Mid-size,Parking Lot,0,0,2,Claiming pre-existing damage as accident-related repairs,1
CLM_000803,POL_540552,3443.28,46,F,Widowed,62890.0,Bachelor,Other,0,Luxury,City,1,1,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000804,POL_508396,1490.08,77,M,Single,56117.0,Master,Retired,3,Compact,Parking Lot,1,1,2,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000805,POL_907189,1553.48,23,M,Single,44933.0,PhD,Other,3,Luxury,City,1,1,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000806,POL_712451,1874.77,49,F,Single,52933.0,Bachelor,Retired,17,Compact,City,1,0,3,"Collision with deer on rural highway, front end damage",0
CLM_000807,POL_829308,4159.71,46,M,Divorced,52817.0,Bachelor,Doctor,8,Sports,Rural,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000808,POL_120480,1453.71,60,M,Married,53794.0,PhD,Business,17,Luxury,City,1,1,2,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000809,POL_998348,19606.85,79,F,Divorced,26314.0,PhD,Retired,13,Sports,City,0,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000810,POL_902784,779.06,19,F,Widowed,53947.0,PhD,Business,14,Luxury,Parking Lot,1,1,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000811,POL_703655,2252.27,77,M,Single,41188.0,Master,Other,5,Large,Parking Lot,1,1,2,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000812,POL_498858,4251.970349426175,40,M,Married,70812.0,PhD,Retired,9,Compact,Rural,0,1,1,Claiming luxury vehicle repairs for standard model car,1
CLM_000813,POL_600149,26120.27,36,F,Widowed,52658.0,High School,Doctor,14,Large,City,1,0,3,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000814,POL_106182,4003.13,48,M,Widowed,66710.0,Bachelor,Engineer,3,Compact,City,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000815,POL_468845,14013.37,68,M,Widowed,43964.0,PhD,Doctor,17,Mid-size,Parking Lot,1,1,2,"Collision with deer on rural highway, front end damage",0
CLM_000816,POL_413118,321.07,22,M,Divorced,44686.0,PhD,Doctor,17,Luxury,Highway,0,1,2,Hail damage to vehicle roof and windows during severe storm,0
CLM_000817,POL_890075,4449.63,36,F,Single,79885.0,Master,Engineer,16,Mid-size,Highway,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000818,POL_508930,11321.36,51,M,Widowed,58727.0,Master,Engineer,11,Mid-size,Highway,1,1,0,"Collision with deer on rural highway, front end damage",0
CLM_000819,POL_994905,8800.87980467,27,M,Single,35710.0,Bachelor,Teacher,6,Compact,Parking Lot,0,1,1,Multiple claims filed in short time period with similar circumstances,1
CLM_000820,POL_976325,14738.53,42,F,Divorced,67939.0,High School,Retired,15,Large,Parking Lot,1,1,4,"Collision with deer on rural highway, front end damage",0
CLM_000821,POL_539375,1372.06,19,M,Widowed,39334.0,Bachelor,Other,10,Sports,Highway,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000822,POL_664365,24686.73,79,M,Divorced,54514.0,PhD,Teacher,13,Compact,Highway,1,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000823,POL_883826,93746.27,28,F,Divorced,86733.0,High School,Engineer,2,Sports,City,0,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000824,POL_870319,1729.77,67,F,Single,21374.0,High School,Business,18,Mid-size,Parking Lot,1,0,0,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000825,POL_672661,1528.05,78,F,Widowed,46484.0,High School,Other,17,Sports,Parking Lot,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000826,POL_938722,74003.56622238294,48,F,Divorced,58165.0,High School,Business,9,Large,Highway,1,1,3,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000827,POL_732556,31868.02,73,M,Widowed,65294.0,Bachelor,Doctor,5,Compact,Highway,1,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000828,POL_331251,3334.9906700911697,32,M,Single,25175.0,Master,Student,12,Large,Rural,1,1,1,Multiple injuries reported for single occupant in low-speed accident,1
CLM_000829,POL_611945,1587.19,26,F,Divorced,20000.0,Master,Doctor,9,Large,Parking Lot,0,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000830,POL_330080,1953.39,40,F,Single,71815.0,PhD,Doctor,17,Compact,Rural,1,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000831,POL_386193,396.76,36,M,Widowed,35592.0,Master,Student,19,Large,City,1,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000832,POL_557007,751.46,26,F,Widowed,34754.0,Master,Retired,15,Luxury,Rural,1,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000833,POL_609232,1828.036521915701,52,M,Single,81005.0,Master,Engineer,5,Luxury,Highway,0,1,2,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000834,POL_130434,942.28,38,F,Married,51394.0,Master,Business,12,Luxury,Parking Lot,1,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000835,POL_507746,2829.83,26,M,Divorced,51525.0,PhD,Doctor,3,Sports,Parking Lot,1,1,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000836,POL_452457,4235.78,45,F,Widowed,46404.0,Bachelor,Student,13,Large,Rural,1,1,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000837,POL_801364,30508.2,79,F,Widowed,25520.0,High School,Teacher,0,Compact,Rural,0,0,3,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000838,POL_812131,666.79,63,M,Divorced,63514.0,Master,Doctor,19,Compact,City,0,1,2,"Door ding in parking lot, small dent and paint scratch",0
CLM_000839,POL_936912,13049.22,68,F,Single,58189.0,Bachelor,Business,4,Sports,City,0,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000840,POL_523956,4090.761294226012,24,M,Single,53374.0,Master,Engineer,7,Compact,Highway,1,1,0,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000841,POL_859359,2767.79,33,M,Single,47674.0,Master,Doctor,11,Luxury,Highway,0,1,3,Theft of vehicle contents including electronics and personal items,0
CLM_000842,POL_273061,8202.79,33,M,Married,44154.0,High School,Doctor,1,Large,Highway,0,1,3,"Collision with deer on rural highway, front end damage",0
CLM_000843,POL_981334,911.0552456015035,77,M,Married,68250.0,High School,Retired,11,Compact,Rural,0,1,3,Claiming pre-existing damage as accident-related repairs,1
CLM_000844,POL_590094,5290.22,50,M,Widowed,47174.0,High School,Student,4,Compact,Rural,1,1,2,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000845,POL_233827,3826.39,21,F,Single,48719.0,Master,Teacher,4,Mid-size,Parking Lot,0,0,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000846,POL_752483,6239.63,21,F,Divorced,60598.0,Master,Teacher,12,Mid-size,Highway,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000847,POL_660069,4599.73,56,M,Widowed,54159.0,Master,Other,8,Mid-size,Rural,0,1,2,Hail damage to vehicle roof and windows during severe storm,0
CLM_000848,POL_128276,118533.42,57,F,Divorced,82846.0,High School,Engineer,9,Large,Parking Lot,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000849,POL_513160,1145.26,34,M,Widowed,20000.0,PhD,Other,0,Luxury,Highway,1,1,4,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000850,POL_720644,1344.13,54,F,Married,55998.0,Bachelor,Business,2,Luxury,City,1,0,3,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000851,POL_691807,1170.62,56,F,Widowed,35888.0,PhD,Engineer,17,Luxury,City,1,1,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000852,POL_795205,1295.67,77,F,Married,31158.0,Master,Doctor,11,Large,Rural,1,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000853,POL_128418,1145.87,69,F,Widowed,40859.0,Master,Doctor,2,Large,Parking Lot,1,1,3,"Minor collision in parking garage, exchanged insurance information",0
CLM_000854,POL_188025,17739.07,46,M,Single,51094.0,PhD,Teacher,8,Mid-size,City,1,1,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000855,POL_773971,25103.34,69,M,Divorced,51981.0,Master,Business,1,Compact,Parking Lot,1,1,3,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000856,POL_549433,1266.33,53,F,Single,20000.0,Bachelor,Student,2,Sports,Parking Lot,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000857,POL_242291,855.31,77,F,Widowed,39178.0,Master,Business,13,Sports,City,1,1,0,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000858,POL_584125,6045.83,55,M,Widowed,55624.0,Bachelor,Doctor,3,Compact,Parking Lot,1,1,2,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000859,POL_290556,1302.01,56,F,Widowed,32461.0,PhD,Student,18,Mid-size,City,1,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000860,POL_152727,7703.25,67,M,Married,27704.0,PhD,Business,12,Compact,Rural,1,1,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000861,POL_372793,4041.55,54,M,Divorced,20000.0,Master,Business,6,Compact,Highway,0,0,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000862,POL_497519,306.86,69,M,Divorced,36736.0,Bachelor,Student,11,Sports,Highway,0,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000863,POL_443254,73617.2487569884,79,F,Widowed,27007.0,Master,Doctor,2,Mid-size,Rural,1,0,6,"Vehicle completely destroyed in minor collision, claiming total loss",1
CLM_000864,POL_321941,44082.43,78,M,Widowed,30321.0,High School,Business,8,Large,City,0,0,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000865,POL_576786,1188.94,52,F,Married,44564.0,High School,Student,1,Sports,City,1,1,3,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000866,POL_442722,1666.44,24,M,Single,38003.0,High School,Retired,8,Large,City,0,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000867,POL_453894,4577.0,44,F,Single,26675.0,High School,Retired,11,Mid-size,City,1,0,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000868,POL_898207,4923.06,45,F,Divorced,20000.0,Master,Doctor,11,Compact,Rural,1,1,2,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000869,POL_497542,8004.96,39,F,Married,56046.0,High School,Student,14,Luxury,Highway,1,1,3,Theft of vehicle contents including electronics and personal items,0
CLM_000870,POL_391773,60797.67,31,M,Widowed,65057.0,Bachelor,Retired,1,Luxury,Parking Lot,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000871,POL_888539,4919.6609582228875,24,M,Divorced,42065.0,PhD,Student,17,Mid-size,Parking Lot,0,1,3,"Vehicle completely destroyed in minor collision, claiming total loss",1
